id,price_date,price_off_peak_var,price_peak_var,price_mid_peak_var,price_off_peak_fix,price_peak_fix,price_mid_peak_fix
48f3e6e86f7a8656b2c6b6ce2763055e,3/1/2015,0.144431,0,0,44.26693116,0,0
48f3e6e86f7a8656b2c6b6ce2763055e,4/1/2015,0.148405,0,0,44.44470996,0,0
48f3e6e86f7a8656b2c6b6ce2763055e,5/1/2015,0.148405,0,0,44.44470996,0,0
48f3e6e86f7a8656b2c6b6ce2763055e,6/1/2015,0.148405,0,0,44.44470996,0,0
48f3e6e86f7a8656b2c6b6ce2763055e,7/1/2015,0.148405,0,0,44.44470996,0,0
48f3e6e86f7a8656b2c6b6ce2763055e,8/1/2015,0.143943,0,0,44.44470996,0,0
48f3e6e86f7a8656b2c6b6ce2763055e,9/1/2015,0.143943,0,0,44.44470996,0,0
48f3e6e86f7a8656b2c6b6ce2763055e,10/1/2015,0.143943,0,0,44.44470996,0,0
48f3e6e86f7a8656b2c6b6ce2763055e,11/1/2015,0.143943,0,0,44.44470996,0,0
48f3e6e86f7a8656b2c6b6ce2763055e,12/1/2015,0.143943,0,0,44.44470996,0,0
cce88c7d721430d8bd31f71ae686c91e,1/1/2015,0.153159,0.130578,0.09872,41.06396988,24.83758116,16.72438908
cce88c7d721430d8bd31f71ae686c91e,2/1/2015,0.153159,0.130578,0.09872,41.06396988,24.83758116,16.72438908
cce88c7d721430d8bd31f71ae686c91e,3/1/2015,0.153159,0.130578,0.09872,41.06396988,24.83758116,16.72438908
cce88c7d721430d8bd31f71ae686c91e,4/1/2015,0.153159,0.130578,0.09872,41.06396988,24.83758116,16.72438908
cce88c7d721430d8bd31f71ae686c91e,5/1/2015,0.155476,0.132895,0.101037,41.06396988,24.83758116,16.72438908
cce88c7d721430d8bd31f71ae686c91e,6/1/2015,0.121509,0.101143,0.069578,40.565973,24.33957804,16.22638296
cce88c7d721430d8bd31f71ae686c91e,7/1/2015,0.121988,0.10154,0.069848,40.728885,24.43733004,16.29155496
cce88c7d721430d8bd31f71ae686c91e,8/1/2015,0.113827,0.097371,0.069794,40.728885,24.43733004,16.29155496
cce88c7d721430d8bd31f71ae686c91e,9/1/2015,0.113827,0.097371,0.069794,40.728885,24.43733004,16.29155496
cce88c7d721430d8bd31f71ae686c91e,10/1/2015,0.113827,0.097371,0.069794,40.728885,24.43733004,16.29155496
cce88c7d721430d8bd31f71ae686c91e,11/1/2015,0.113827,0.097371,0.069794,40.728885,24.43733004,16.29155496
cce88c7d721430d8bd31f71ae686c91e,12/1/2015,0.113827,0.097371,0.069794,40.728885,24.43733004,16.29155496
7363a2ebfbb3148c8ef6d25323e4093a,1/1/2015,0.12771,0.10513,0.07327,40.5659694,24.33958068,16.22638872
7363a2ebfbb3148c8ef6d25323e4093a,2/1/2015,0.12771,0.10513,0.07327,40.5659694,24.33958068,16.22638872
7363a2ebfbb3148c8ef6d25323e4093a,3/1/2015,0.12771,0.10513,0.07327,40.5659694,24.33958068,16.22638872
7363a2ebfbb3148c8ef6d25323e4093a,4/1/2015,0.12771,0.10513,0.07327,40.5659694,24.33958068,16.22638872
7363a2ebfbb3148c8ef6d25323e4093a,5/1/2015,0.125388,0.102808,0.070948,40.5659694,24.33958068,16.22638872
7363a2ebfbb3148c8ef6d25323e4093a,6/1/2015,0.125388,0.102808,0.070948,40.565973,24.33957804,16.22638296
7363a2ebfbb3148c8ef6d25323e4093a,7/1/2015,0.125755,0.104079,0.073989,40.728885,24.43733004,16.29155496
7363a2ebfbb3148c8ef6d25323e4093a,8/1/2015,0.117594,0.09991,0.073935,40.728885,24.43733004,16.29155496
7363a2ebfbb3148c8ef6d25323e4093a,9/1/2015,0.117594,0.09991,0.073935,40.728885,24.43733004,16.29155496
7363a2ebfbb3148c8ef6d25323e4093a,10/1/2015,0.117594,0.09991,0.073935,40.728885,24.43733004,16.29155496
7363a2ebfbb3148c8ef6d25323e4093a,11/1/2015,0.117594,0.09991,0.073935,40.728885,24.43733004,16.29155496
7363a2ebfbb3148c8ef6d25323e4093a,12/1/2015,0.117594,0.09991,0.073935,40.728885,24.43733004,16.29155496
ef716222bbd97a8bdfcbb831e3575560,1/1/2015,0.151367,0,0,44.26693116,0,0
ef716222bbd97a8bdfcbb831e3575560,2/1/2015,0.151367,0,0,44.26693116,0,0
ef716222bbd97a8bdfcbb831e3575560,3/1/2015,0.151367,0,0,44.26693116,0,0
ef716222bbd97a8bdfcbb831e3575560,4/1/2015,0.146033,0.085483,0,44.26692996,0,0
ef716222bbd97a8bdfcbb831e3575560,5/1/2015,0.151367,0,0,44.26692996,0,0
ef716222bbd97a8bdfcbb831e3575560,6/1/2015,0.151367,0,0,44.26692996,0,0
ef716222bbd97a8bdfcbb831e3575560,7/1/2015,0.152062,0,0,44.44470996,0,0
ef716222bbd97a8bdfcbb831e3575560,8/1/2015,0.1476,0,0,44.44470996,0,0
ef716222bbd97a8bdfcbb831e3575560,9/1/2015,0.1476,0,0,44.44470996,0,0
ef716222bbd97a8bdfcbb831e3575560,10/1/2015,0.1476,0,0,44.44470996,0,0
ef716222bbd97a8bdfcbb831e3575560,11/1/2015,0.1476,0,0,44.44470996,0,0
ef716222bbd97a8bdfcbb831e3575560,12/1/2015,0.1476,0,0,44.44470996,0,0
92857f88c0e1c54124846d128eb73d36,1/1/2015,0.151367,0,0,44.26693116,0,0
92857f88c0e1c54124846d128eb73d36,2/1/2015,0.150787,0,0,44.26693116,0,0
92857f88c0e1c54124846d128eb73d36,3/1/2015,0.150787,0,0,44.26693116,0,0
92857f88c0e1c54124846d128eb73d36,4/1/2015,0.150787,0,0,44.26693116,0,0
92857f88c0e1c54124846d128eb73d36,5/1/2015,0.150787,0,0,44.26693116,0,0
92857f88c0e1c54124846d128eb73d36,6/1/2015,0.150787,0,0,44.26692996,0,0
92857f88c0e1c54124846d128eb73d36,7/1/2015,0.151482,0,0,44.44470996,0,0
92857f88c0e1c54124846d128eb73d36,8/1/2015,0.14702,0,0,44.44470996,0,0
92857f88c0e1c54124846d128eb73d36,9/1/2015,0.14702,0,0,44.44470996,0,0
92857f88c0e1c54124846d128eb73d36,10/1/2015,0.14702,0,0,44.44470996,0,0
92857f88c0e1c54124846d128eb73d36,11/1/2015,0.14702,0,0,44.44470996,0,0
92857f88c0e1c54124846d128eb73d36,12/1/2015,0.14702,0,0,44.44470996,0,0
1bbfa3a2744676a8aae9a9c3d0e7aeb1,1/1/2015,0.151367,0,0,44.26693116,0,0
1bbfa3a2744676a8aae9a9c3d0e7aeb1,2/1/2015,0.151367,0,0,44.26693116,0,0
1bbfa3a2744676a8aae9a9c3d0e7aeb1,3/1/2015,0.151367,0,0,44.26693116,0,0
1bbfa3a2744676a8aae9a9c3d0e7aeb1,4/1/2015,0.151367,0,0,44.26693116,0,0
1bbfa3a2744676a8aae9a9c3d0e7aeb1,5/1/2015,0.151367,0,0,44.26692996,0,0
1bbfa3a2744676a8aae9a9c3d0e7aeb1,6/1/2015,0.152062,0,0,44.44470996,0,0
1bbfa3a2744676a8aae9a9c3d0e7aeb1,7/1/2015,0.152062,0,0,44.44470996,0,0
1bbfa3a2744676a8aae9a9c3d0e7aeb1,8/1/2015,0.1476,0,0,44.44470996,0,0
1bbfa3a2744676a8aae9a9c3d0e7aeb1,9/1/2015,0.1476,0,0,44.44470996,0,0
1bbfa3a2744676a8aae9a9c3d0e7aeb1,10/1/2015,0.1476,0,0,44.44470996,0,0
1bbfa3a2744676a8aae9a9c3d0e7aeb1,11/1/2015,0.1476,0,0,44.44470996,0,0
1bbfa3a2744676a8aae9a9c3d0e7aeb1,12/1/2015,0.1476,0,0,44.44470996,0,0
c2ee885669b500427c11c75ca8de0db0,1/1/2015,0.153159,0.130578,0.09872,41.06396988,24.83758116,16.72438908
c2ee885669b500427c11c75ca8de0db0,2/1/2015,0.153159,0.130578,0.09872,41.06396988,24.83758116,16.72438908
c2ee885669b500427c11c75ca8de0db0,3/1/2015,0.153159,0.130578,0.09872,41.06396988,24.83758116,16.72438908
c2ee885669b500427c11c75ca8de0db0,4/1/2015,0.153159,0.130578,0.09872,41.06396988,24.83758116,16.72438908
c2ee885669b500427c11c75ca8de0db0,5/1/2015,0.155476,0.132895,0.101037,41.06396988,24.83758116,16.72438908
c2ee885669b500427c11c75ca8de0db0,6/1/2015,0.155476,0.132895,0.101037,41.0639694,24.83758644,16.72439136
c2ee885669b500427c11c75ca8de0db0,7/1/2015,0.15956,0.13104,0.091448,41.2288854,24.93733044,16.79155536
c2ee885669b500427c11c75ca8de0db0,8/1/2015,0.113827,0.097371,0.069794,40.728885,24.43733004,16.29155496
c2ee885669b500427c11c75ca8de0db0,9/1/2015,0.113827,0.097371,0.069794,40.728885,24.43733004,16.29155496
c2ee885669b500427c11c75ca8de0db0,10/1/2015,0.113827,0.097371,0.069794,40.728885,24.43733004,16.29155496
c2ee885669b500427c11c75ca8de0db0,11/1/2015,0.113827,0.097371,0.069794,40.728885,24.43733004,16.29155496
c2ee885669b500427c11c75ca8de0db0,12/1/2015,0.113827,0.097371,0.069794,40.728885,24.43733004,16.29155496
e21207445e6ff2d1111233c43b1a1fe3,1/1/2015,0.12482,0.102239,0.070381,40.5659694,24.33958068,16.22638872
e21207445e6ff2d1111233c43b1a1fe3,2/1/2015,0.12482,0.102239,0.070381,40.5659694,24.33958068,16.22638872
e21207445e6ff2d1111233c43b1a1fe3,3/1/2015,0.12482,0.102239,0.070381,40.5659694,24.33958068,16.22638872
e21207445e6ff2d1111233c43b1a1fe3,4/1/2015,0.12482,0.102239,0.070381,40.5659694,24.33958068,16.22638872
e21207445e6ff2d1111233c43b1a1fe3,5/1/2015,0.12482,0.102239,0.070381,40.5659694,24.33958068,16.22638872
e21207445e6ff2d1111233c43b1a1fe3,6/1/2015,0.124479,0.102802,0.072713,40.728885,24.43733004,16.29155496
e21207445e6ff2d1111233c43b1a1fe3,7/1/2015,0.124479,0.102802,0.072713,40.728885,24.43733004,16.29155496
e21207445e6ff2d1111233c43b1a1fe3,8/1/2015,0.116318,0.098633,0.072659,40.728885,24.43733004,16.29155496
e21207445e6ff2d1111233c43b1a1fe3,9/1/2015,0.116318,0.098633,0.072659,40.728885,24.43733004,16.29155496
e21207445e6ff2d1111233c43b1a1fe3,10/1/2015,0.116318,0.098633,0.072659,40.728885,24.43733004,16.29155496
e21207445e6ff2d1111233c43b1a1fe3,11/1/2015,0.116318,0.098633,0.072659,40.728885,24.43733004,16.29155496
e21207445e6ff2d1111233c43b1a1fe3,12/1/2015,0.116318,0.098633,0.072659,40.728885,24.43733004,16.29155496
c56ba2886b237e6af0f91389d6e14865,1/1/2015,0.123086,0.100505,0.068646,40.5659694,24.33958068,16.22638872
c56ba2886b237e6af0f91389d6e14865,2/1/2015,0.123086,0.100505,0.068646,40.5659694,24.33958068,16.22638872
c56ba2886b237e6af0f91389d6e14865,3/1/2015,0.123086,0.100505,0.068646,40.5659694,24.33958068,16.22638872
c56ba2886b237e6af0f91389d6e14865,4/1/2015,0.123086,0.100505,0.068646,40.5659694,24.33958068,16.22638872
c56ba2886b237e6af0f91389d6e14865,5/1/2015,0.123086,0.100505,0.068646,40.5659694,24.33958068,16.22638872
c56ba2886b237e6af0f91389d6e14865,6/1/2015,0.121229,0.099554,0.069463,40.728885,24.43733004,16.29155496
c56ba2886b237e6af0f91389d6e14865,7/1/2015,0.121229,0.099554,0.069463,40.728885,24.43733004,16.29155496
c56ba2886b237e6af0f91389d6e14865,8/1/2015,0.113068,0.095385,0.069409,40.728885,24.43733004,16.29155496
c56ba2886b237e6af0f91389d6e14865,9/1/2015,0.113068,0.095385,0.069409,40.728885,24.43733004,16.29155496
c56ba2886b237e6af0f91389d6e14865,10/1/2015,0.113068,0.095385,0.069409,40.728885,24.43733004,16.29155496
c56ba2886b237e6af0f91389d6e14865,11/1/2015,0.113068,0.095385,0.069409,40.728885,24.43733004,16.29155496
c56ba2886b237e6af0f91389d6e14865,12/1/2015,0.113068,0.095385,0.069409,40.728885,24.43733004,16.29155496
a63b235f48d0187cfe40b61d00226813,1/1/2015,0.12771,0.10513,0.07327,40.5659694,24.33958068,16.22638872
a63b235f48d0187cfe40b61d00226813,2/1/2015,0.12771,0.10513,0.07327,40.5659694,24.33958068,16.22638872
a63b235f48d0187cfe40b61d00226813,3/1/2015,0.12771,0.10513,0.07327,40.5659694,24.33958068,16.22638872
a63b235f48d0187cfe40b61d00226813,4/1/2015,0.12771,0.10513,0.07327,40.5659694,24.33958068,16.22638872
a63b235f48d0187cfe40b61d00226813,5/1/2015,0.12771,0.10513,0.07327,40.5659694,24.33958068,16.22638872
a63b235f48d0187cfe40b61d00226813,6/1/2015,0.12771,0.10513,0.07327,40.565973,24.33957804,16.22638296
a63b235f48d0187cfe40b61d00226813,7/1/2015,0.128077,0.106401,0.076311,40.728885,24.43733004,16.29155496
a63b235f48d0187cfe40b61d00226813,8/1/2015,0.119916,0.102232,0.076257,40.728885,24.43733004,16.29155496
a63b235f48d0187cfe40b61d00226813,9/1/2015,0.119916,0.102232,0.076257,40.728885,24.43733004,16.29155496
a63b235f48d0187cfe40b61d00226813,10/1/2015,0.119916,0.102232,0.076257,40.728885,24.43733004,16.29155496
a63b235f48d0187cfe40b61d00226813,11/1/2015,0.119916,0.102232,0.076257,40.728885,24.43733004,16.29155496
a63b235f48d0187cfe40b61d00226813,12/1/2015,0.119916,0.102232,0.076257,40.728885,24.43733004,16.29155496
d91f06c1290f68c585f6953aeaf1801c,1/1/2015,0.12771,0.10513,0.07327,40.5659694,24.33958068,16.22638872
d91f06c1290f68c585f6953aeaf1801c,2/1/2015,0.12771,0.10513,0.07327,40.5659694,24.33958068,16.22638872
d91f06c1290f68c585f6953aeaf1801c,3/1/2015,0.12771,0.10513,0.07327,40.5659694,24.33958068,16.22638872
d91f06c1290f68c585f6953aeaf1801c,4/1/2015,0.12771,0.10513,0.07327,40.5659694,24.33958068,16.22638872
d91f06c1290f68c585f6953aeaf1801c,5/1/2015,0.12713,0.10455,0.07269,40.5659694,24.33958068,16.22638872
d91f06c1290f68c585f6953aeaf1801c,6/1/2015,0.127497,0.105821,0.075731,40.728885,24.43733004,16.29155496
d91f06c1290f68c585f6953aeaf1801c,7/1/2015,0.127497,0.105821,0.075731,40.728885,24.43733004,16.29155496
d91f06c1290f68c585f6953aeaf1801c,8/1/2015,0.119336,0.101652,0.075677,40.728885,24.43733004,16.29155496
d91f06c1290f68c585f6953aeaf1801c,9/1/2015,0.119336,0.101652,0.075677,40.728885,24.43733004,16.29155496
d91f06c1290f68c585f6953aeaf1801c,10/1/2015,0.119336,0.101652,0.075677,40.728885,24.43733004,16.29155496
d91f06c1290f68c585f6953aeaf1801c,11/1/2015,0.119336,0.101652,0.075677,40.728885,24.43733004,16.29155496
d91f06c1290f68c585f6953aeaf1801c,12/1/2015,0.119336,0.101652,0.075677,40.728885,24.43733004,16.29155496
fce67239fbf61605fe06338dabfb7562,1/1/2015,0.127634,0.104963,0.072975,40.728885,24.43733004,16.29155496
fce67239fbf61605fe06338dabfb7562,2/1/2015,0.127634,0.104963,0.072975,40.728885,24.43733004,16.29155496
fce67239fbf61605fe06338dabfb7562,3/1/2015,0.127634,0.104963,0.072975,40.728885,24.43733004,16.29155496
fce67239fbf61605fe06338dabfb7562,4/1/2015,0.127634,0.104963,0.072975,40.728885,24.43733004,16.29155496
fce67239fbf61605fe06338dabfb7562,5/1/2015,0.127634,0.104963,0.072975,40.728885,24.43733004,16.29155496
fce67239fbf61605fe06338dabfb7562,6/1/2015,0.128214,0.105543,0.073555,40.728885,24.43733004,16.29155496
fce67239fbf61605fe06338dabfb7562,7/1/2015,0.128077,0.106401,0.076311,40.728885,24.43733004,16.29155496
fce67239fbf61605fe06338dabfb7562,8/1/2015,0.119916,0.102232,0.076257,40.728885,24.43733004,16.29155496
fce67239fbf61605fe06338dabfb7562,9/1/2015,0.119916,0.102232,0.076257,40.728885,24.43733004,16.29155496
fce67239fbf61605fe06338dabfb7562,10/1/2015,0.119916,0.102232,0.076257,40.728885,24.43733004,16.29155496
fce67239fbf61605fe06338dabfb7562,11/1/2015,0.119916,0.102232,0.076257,40.728885,24.43733004,16.29155496
fce67239fbf61605fe06338dabfb7562,12/1/2015,0.119916,0.102232,0.076257,40.728885,24.43733004,16.29155496
b3916b398e23aa54255564b7676865bc,1/1/2015,0.148825,0,0,44.26693116,0,0
b3916b398e23aa54255564b7676865bc,2/1/2015,0.148825,0,0,44.26693116,0,0
b3916b398e23aa54255564b7676865bc,3/1/2015,0.148825,0,0,44.26693116,0,0
b3916b398e23aa54255564b7676865bc,4/1/2015,0.148825,0,0,44.26693116,0,0
b3916b398e23aa54255564b7676865bc,5/1/2015,0.147664,0,0,44.26692996,0,0
b3916b398e23aa54255564b7676865bc,6/1/2015,0.147664,0,0,44.26692996,0,0
b3916b398e23aa54255564b7676865bc,7/1/2015,0.150901,0,0,44.44470996,0,0
b3916b398e23aa54255564b7676865bc,8/1/2015,0.146439,0,0,44.44470996,0,0
b3916b398e23aa54255564b7676865bc,9/1/2015,0.146439,0,0,44.44470996,0,0
b3916b398e23aa54255564b7676865bc,10/1/2015,0.146439,0,0,44.44470996,0,0
b3916b398e23aa54255564b7676865bc,11/1/2015,0.146439,0,0,44.44470996,0,0
b3916b398e23aa54255564b7676865bc,12/1/2015,0.146439,0,0,44.44470996,0,0
724535a881cb47ffb40c264738946a86,1/1/2015,0.165582,0.081612,0,44.26693116,0,0
724535a881cb47ffb40c264738946a86,2/1/2015,0.165582,0.081612,0,44.26693116,0,0
724535a881cb47ffb40c264738946a86,3/1/2015,0.165582,0.081612,0,44.26693116,0,0
724535a881cb47ffb40c264738946a86,4/1/2015,0.168363,0.0851,0,44.44470996,0,0
724535a881cb47ffb40c264738946a86,5/1/2015,0.168363,0.0851,0,44.44470996,0,0
724535a881cb47ffb40c264738946a86,6/1/2015,0.168363,0.0851,0,44.44470996,0,0
724535a881cb47ffb40c264738946a86,7/1/2015,0.168363,0.0851,0,44.44470996,0,0
724535a881cb47ffb40c264738946a86,8/1/2015,0.163735,0.084347,0,44.44470996,0,0
724535a881cb47ffb40c264738946a86,9/1/2015,0.163735,0.084347,0,44.44470996,0,0
724535a881cb47ffb40c264738946a86,10/1/2015,0.163735,0.084347,0,44.44470996,0,0
724535a881cb47ffb40c264738946a86,11/1/2015,0.163735,0.084347,0,44.44470996,0,0
724535a881cb47ffb40c264738946a86,12/1/2015,0.163735,0.084347,0,44.44470996,0,0
c65f855b4b10fb454f93e933b71d88a4,1/1/2015,0.145343,0,0,44.26693116,0,0
c65f855b4b10fb454f93e933b71d88a4,2/1/2015,0.145343,0,0,44.26693116,0,0
c65f855b4b10fb454f93e933b71d88a4,3/1/2015,0.145343,0,0,44.26693116,0,0
c65f855b4b10fb454f93e933b71d88a4,4/1/2015,0.145343,0,0,44.26693116,0,0
c65f855b4b10fb454f93e933b71d88a4,5/1/2015,0.145343,0,0,44.26693116,0,0
c65f855b4b10fb454f93e933b71d88a4,6/1/2015,0.145343,0,0,44.26692996,0,0
c65f855b4b10fb454f93e933b71d88a4,7/1/2015,0.146027,0,0,44.44470996,0,0
c65f855b4b10fb454f93e933b71d88a4,8/1/2015,0.141565,0,0,44.44470996,0,0
c65f855b4b10fb454f93e933b71d88a4,9/1/2015,0.141565,0,0,44.44470996,0,0
c65f855b4b10fb454f93e933b71d88a4,10/1/2015,0.141565,0,0,44.44470996,0,0
c65f855b4b10fb454f93e933b71d88a4,11/1/2015,0.141565,0,0,44.44470996,0,0
c65f855b4b10fb454f93e933b71d88a4,12/1/2015,0.145047,0,0,44.44470996,0,0
0f5231100b2febab862f8dd8eaab3f43,1/1/2015,0.145577,0,0,44.26693116,0,0
0f5231100b2febab862f8dd8eaab3f43,2/1/2015,0.145577,0,0,44.26693116,0,0
0f5231100b2febab862f8dd8eaab3f43,3/1/2015,0.145577,0,0,44.26693116,0,0
0f5231100b2febab862f8dd8eaab3f43,4/1/2015,0.145577,0,0,44.26693116,0,0
0f5231100b2febab862f8dd8eaab3f43,5/1/2015,0.145577,0,0,44.26693116,0,0
0f5231100b2febab862f8dd8eaab3f43,6/1/2015,0.146033,0.085483,0,44.26692996,0,0
0f5231100b2febab862f8dd8eaab3f43,7/1/2015,0.146259,0,0,44.44470996,0,0
0f5231100b2febab862f8dd8eaab3f43,8/1/2015,0.141797,0,0,44.44470996,0,0
0f5231100b2febab862f8dd8eaab3f43,9/1/2015,0.141797,0,0,44.44470996,0,0
0f5231100b2febab862f8dd8eaab3f43,10/1/2015,0.141797,0,0,44.44470996,0,0
0f5231100b2febab862f8dd8eaab3f43,11/1/2015,0.141797,0,0,44.44470996,0,0
0f5231100b2febab862f8dd8eaab3f43,12/1/2015,0.141797,0,0,44.44470996,0,0
987e2767a9812e900db0041930d126cb,1/1/2015,0.150211,0,0,44.26693116,0,0
987e2767a9812e900db0041930d126cb,2/1/2015,0.150211,0,0,44.26693116,0,0
987e2767a9812e900db0041930d126cb,3/1/2015,0.150211,0,0,44.26693116,0,0
987e2767a9812e900db0041930d126cb,4/1/2015,0.150211,0,0,44.26693116,0,0
987e2767a9812e900db0041930d126cb,5/1/2015,0.150211,0,0,44.26692996,0,0
987e2767a9812e900db0041930d126cb,6/1/2015,0.150211,0,0,44.26692996,0,0
987e2767a9812e900db0041930d126cb,7/1/2015,0.15125,0,0,44.44470996,0,0
987e2767a9812e900db0041930d126cb,8/1/2015,0.146788,0,0,44.44470996,0,0
987e2767a9812e900db0041930d126cb,9/1/2015,0.146788,0,0,44.44470996,0,0
987e2767a9812e900db0041930d126cb,10/1/2015,0.146788,0,0,44.44470996,0,0
987e2767a9812e900db0041930d126cb,11/1/2015,0.146788,0,0,44.44470996,0,0
987e2767a9812e900db0041930d126cb,12/1/2015,0.146788,0,0,44.44470996,0,0
c3bbbc26f23a23636d5bf3b74134c6a9,1/1/2015,0.129444,0.106863,0.075004,40.5659694,24.33958068,16.22638872
c3bbbc26f23a23636d5bf3b74134c6a9,2/1/2015,0.129444,0.106863,0.075004,40.5659694,24.33958068,16.22638872
c3bbbc26f23a23636d5bf3b74134c6a9,3/1/2015,0.129444,0.106863,0.075004,40.5659694,24.33958068,16.22638872
c3bbbc26f23a23636d5bf3b74134c6a9,4/1/2015,0.129444,0.106863,0.075004,40.5659694,24.33958068,16.22638872
c3bbbc26f23a23636d5bf3b74134c6a9,5/1/2015,0.129444,0.106863,0.075004,40.5659694,24.33958068,16.22638872
c3bbbc26f23a23636d5bf3b74134c6a9,6/1/2015,0.127703,0.105122,0.073263,40.565973,24.33957804,16.22638296
c3bbbc26f23a23636d5bf3b74134c6a9,7/1/2015,0.126336,0.10466,0.07457,40.728885,24.43733004,16.29155496
c3bbbc26f23a23636d5bf3b74134c6a9,8/1/2015,0.118175,0.100491,0.074516,40.728885,24.43733004,16.29155496
c3bbbc26f23a23636d5bf3b74134c6a9,9/1/2015,0.118175,0.100491,0.074516,40.728885,24.43733004,16.29155496
c3bbbc26f23a23636d5bf3b74134c6a9,10/1/2015,0.118175,0.100491,0.074516,40.728885,24.43733004,16.29155496
c3bbbc26f23a23636d5bf3b74134c6a9,11/1/2015,0.118175,0.100491,0.074516,40.728885,24.43733004,16.29155496
c3bbbc26f23a23636d5bf3b74134c6a9,12/1/2015,0.118175,0.100491,0.074516,40.728885,24.43733004,16.29155496
00df02fc5c2aa91286e3b0c5fc71808e,1/1/2015,0.151367,0,0,44.26693116,0,0
